pid,store_name,display_name,parent_name,billing_partner,street,zip,city,phone,email,statut,sale_warn,tier,cycle_days,so_count_12m,total_untaxed_12m,avg_mois,first_so_date,last_so_date,last_so_days_ago,last_so_label,last_visit,last_visit_source,next_visit,retard_j,controle_stock,methode_reassort,regle_magasin
116686,SRL Spydis - Intermarché Spy,SRL Spydis - Intermarché Spy,,SRL Spydis - Intermarché Spy,Route de Saussin 45,5190,Jemeppe-sur-Sambre,+32 71 78 74 39,Pdv09916@mousquetaires.com,Actif,no-message,B,28,8,3030.29,252.52,2025-12-03,2026-05-29,73,29/05/2026 (73j),2026-05-29,last_so,2026-06-26,45,,,
3153,NIVALIM - Intermarché Nivelles,NIVALIM - Intermarché Nivelles,,NIVALIM - Intermarché Nivelles,Rue Tienne-à-Deux-Vallées 6/8,1400,Nivelles,067 21 74 94,pdv09840@mousquetaires.com,Actif,no-message,B,28,10,4073.89,339.49,2025-09-04,2026-06-04,67,04/06/2026 (67j),2026-06-04,picking,2026-07-02,39,,,
2971,Gerpidis SA - Intermarché Gerpinnes,Gerpidis SA - Intermarché Gerpinnes,,Gerpidis SA - Intermarché Gerpinnes,Route De Philippeville 196,6280,Gerpinnes,071216909,pdv09863@mousquetaires.com,Actif,no-message,B,28,6,2520.48,210.04,2025-09-01,2026-06-05,66,05/06/2026 (66j),2026-06-05,picking,2026-07-03,38,,,
2979,HODICA SA - Carrefour Market Hotton,HODICA SA - Carrefour Market Hotton,,HODICA SA - Carrefour Market Hotton,Rue de la Jonction 16,6990,HOTTON,084 46 73 44,carrefour.market.hotton@gmail.com,Actif,no-message,B,28,7,2174.68,181.22,2025-09-01,2026-06-05,66,05/06/2026 (66j),2026-06-05,picking,2026-07-03,38,,,
7070,Delhaize Ciney - Rochefort - Neuchateau - Bastogne,Delhaize Ciney - Rochefort - Neuchateau - Bastogne,,Delhaize Ciney - Rochefort - Neuchateau - Bastogne,,,,,super@schnongs.be,Actif,no-message,B,28,1,609.56,50.8,2026-06-05,2026-06-05,66,05/06/2026 (66j),2026-06-05,picking,2026-07-03,38,,,
2914,Affilié 044725 - Delhaize Kraainem,Affilié 044725 - Delhaize Kraainem,Delhaize Le Lion S.A,Affilié 044725 - Delhaize Kraainem,"Wezembeeklaan, 112",1950,Kraainem,027 84 36 48,supplier@delhaize-kraainem.be,Actif,no-message,B,28,5,3130.23,260.85,2025-10-13,2026-06-09,62,09/06/2026 (62j),2026-06-10,picking,2026-07-08,33,,,
10134,LSL RETAIL SPRL - Intermarché Chaumont-Gistoux,LSL RETAIL SPRL - Intermarché Chaumont-Gistoux,,LSL RETAIL SPRL - Intermarché Chaumont-Gistoux,Chaussée de Huy 47,1325,Chaumont-Gistoux,+32 10 23 92 60,pdv09930@mousquetaires.com,Actif,no-message,B,28,9,2952.82,246.07,2025-08-29,2026-06-15,56,15/06/2026 (56j),2026-06-15,picking,2026-07-13,28,NON — pas de réserve,NON — pas d'appareil pour rentrer la marchandise,contrôle marchandise OUI — contact Céline
3223,SRL AD LLN - Delhaize de Louvain La Neuve,SRL AD LLN - Delhaize de Louvain La Neuve,,SRL AD LLN - Delhaize de Louvain La Neuve,Place de l'accueil 10,1348,Louvain La Neuve,010 45 86 57,Achef45040@delhaize.be,Actif,no-message,B,28,6,2213.19,184.43,2025-09-22,2026-06-15,56,15/06/2026 (56j),2026-06-15,picking,2026-07-13,28,,,
113216,Dynamic Food SRL - Spar Louvain-La-Neuve,Dynamic Food SRL - Spar Louvain-La-Neuve,,Dynamic Food SRL - Spar Louvain-La-Neuve,rue Charlemagne 7,1348,Louvain-la-Neuve,+32 10 86 03 94,spar.louvainlaneuve@gmail.com,Actif,warning,B,28,4,2200.35,183.36,2025-10-03,2026-06-15,56,15/06/2026 (56j),2026-06-15,picking,2026-07-13,28,NON — pas de réserve,NON — pas d'appareil pour rentrer la marchandise,contrôle marchandise NON
2811,BARVO S.A. - Carrefour Market Barvaux,BARVO S.A. - Carrefour Market Barvaux,,BARVO S.A. - Carrefour Market Barvaux,"Route de Marche, 26",6940,Barvaux/Ourthe,086 21 13 79,nathalie.warnier@arcadesa.be,Actif,no-message,B,28,5,2070.87,172.57,2025-10-20,2026-06-15,56,15/06/2026 (56j),2026-06-15,picking,2026-07-13,28,,,
119817,Affilié 040990 - Delhaize Barvaux,Affilié 040990 - Delhaize Barvaux,Delhaize Le Lion S.A,Affilié 040990 - Delhaize Barvaux,"Rue Petit-Barvaux, 6",6940,Barvaux-sur-Ourthe,+32 86 36 60 08,bernard@counassegroup.be,Actif,no-message,B,28,4,1839.27,153.27,2026-01-14,2026-06-15,56,15/06/2026 (56j),2026-06-15,picking,2026-07-13,28,,,
5426,DELHAIZE BOONDAEL,DELHAIZE BOONDAEL,AL RETAIL - Delhaize BOONDAEL,AL RETAIL - Delhaize BOONDAEL,120 AVENUE DU BOIS DE LA CAMBRE,1050,IXELLES,02 672 89 48,014024@delhaize.be,Actif,no-message,B,28,4,1400.02,116.67,2025-10-06,2026-06-17,54,17/06/2026 (54j),2026-06-17,picking,2026-07-15,26,,,
5439,Affilié 045015 - Delhaize Longdoz Médiacité,Affilié 045015 - Delhaize Longdoz Médiacité,Delhaize Le Lion S.A,Affilié 045015 - Delhaize Longdoz Médiacité,Rue de Grétry 60,,Liège,043 42 49 02,achef45015@delhaize.be,Actif,no-message,B,28,1,664.36,55.36,2026-06-18,2026-06-18,53,18/06/2026 (53j),2026-06-18,picking,2026-07-16,25,Pas de réserve magasin — rien à contrôler avant remplissage,Manuel — pas d'appareil pour rentrer la marchandise,Pas de contrôle marchandise à l'entrée
123144,Affilié 040490 - Delhaize Ath,Affilié 040490 - Delhaize Ath,Delhaize Le Lion S.A,Affilié 040490 - Delhaize Ath,Rue de l'Abbaye 6,7800,Ath,+32 477 85 67 07,lorickvanassche@outlook.com,Actif,no-message,B,15,3,1884.06,157.0,2026-04-22,2026-07-02,39,02/07/2026 (39j),2026-07-02,picking,2026-07-17,24,,,
5442,Affilié 042955 - Delhaize Etalle,Affilié 042955 - Delhaize Etalle,Delhaize Le Lion S.A,Affilié 042955 - Delhaize Etalle,Rue Belle-Vue 56,,Etalle,+32 63 60 82 50,laura.lobet@ad-etalle.be,Actif,no-message,B,28,5,2417.79,201.48,2025-09-11,2026-06-22,49,22/06/2026 (49j),2026-06-22,picking,2026-07-20,21,pas de réserve magasin,manuel — pas d'appareil pour rentrer la marchandise,pas de contrôle marchandise à l'entrée | reprise de marchandises notée
115220,SA Nalim - Intermarché Wavre,SA Nalim - Intermarché Wavre,,SA Nalim - Intermarché Wavre,Avenue des Princes 9,1300,Wavre,+32 10 24 11 48,vincent.servais-adh@mousquetaires.com,Actif,no-message,B,28,5,1804.17,150.35,2025-12-02,2026-06-26,45,26/06/2026 (45j),2026-06-26,picking,2026-07-24,17,,,
5449,Affilié 048875 - AD Sombreffe,Affilié 048875 - AD Sombreffe,Delhaize Le Lion S.A,Affilié 048875 - AD Sombreffe,Chaussée de Gembloux 25,,Sombreffe,071 88 60 08,adsombreffe@gmail.com,Actif,no-message,A,21,13,6647.15,553.93,2025-09-02,2026-07-06,35,06/07/2026 (35j),2026-07-06,picking,2026-07-27,14,,,
5591,Affilié 043131 - AD Fernelmont,Affilié 043131 - AD Fernelmont,Delhaize Le Lion S.A,Affilié 043131 - AD Fernelmont,Rue d'Eghezée 16,,Fernelmont,+32 81 83 04 50,info@adfernelmont.be,Actif,no-message,B,28,4,2853.51,237.79,2025-10-28,2026-06-30,41,30/06/2026 (41j),2026-06-30,picking,2026-07-28,13,Pas de réserve magasin — rien à contrôler avant remplissage,Manuel — pas d'appareil pour rentrer la marchandise,Contrôle marchandise à l'entrée (faire valider par un responsable)
2821,Belgradis - Intermarché Belgrade,Belgradis - Intermarché Belgrade,,Belgradis - Intermarché Belgrade,"Allée des Ormes, 15",5001,BELGRADE,081260187,pdv09884@mousquetaires.com,Actif,warning,B,28,5,2245.33,187.11,2025-09-16,2026-06-30,41,30/06/2026 (41j),2026-06-30,picking,2026-07-28,13,,,
116869,Chili Peppers - Intermarché Tilf,Chili Peppers - Intermarché Tilf,,Chili Peppers - Intermarché Tilf,Avenue des Ardennes 8,4130,Esneux,+32 479 32 28 39,pdv09885@mousquetaires.com,Actif,no-message,A,21,12,7325.46,610.45,2025-12-05,2026-07-09,32,09/07/2026 (32j),2026-07-09,picking,2026-07-30,11,"pas de réserve, rayon direct","manuel, pas d'appareil magasin pour encoder",contrôle marchandise OUI à la réception
113498,Affilié 044471 - Delhaize Materne,Affilié 044471 - Delhaize Materne,Delhaize Le Lion S.A,Affilié 044471 - Delhaize Materne,Av. du Bourgmestre Jean Materne 109,5100,Namur,+32 81 30 16 88,info@gecodis.be,Actif,no-message,B,30,6,2641.9,220.16,2025-10-10,2026-06-30,41,30/06/2026 (41j),2026-06-30,picking,2026-07-30,11,,,passage tous les 30j min — pas de passage avant 30j (Nicolas 24/06/2026)
2773,2u S.A. - Carrefour Market Ciney,2u S.A. - Carrefour Market Ciney,,2u S.A. - Carrefour Market Ciney,Rue du commerce 44,Ciney,5590,083 21 21 63,Contact@marketciney.be,Actif,no-message,B,28,7,2335.36,194.61,2025-10-02,2026-07-02,39,02/07/2026 (39j),2026-07-02,picking,2026-07-30,11,,,
115879,SA VILLERSEM - Intermarché Villers Le Bouillet,SA VILLERSEM - Intermarché Villers Le Bouillet,,SA VILLERSEM - Intermarché Villers Le Bouillet,Rue du Château d'eau 1,4530,VILLERS-LE-BOUILLET,+32 85 31 69 11,PDV05449@MOUSQUETAIRES.COM,Actif,no-message,B,28,9,3935.6,327.97,2025-11-24,2026-07-03,38,03/07/2026 (38j),2026-07-03,picking,2026-07-31,10,Pas de réserve magasin — rien à contrôler avant remplissage,Manuel — pas d’appareil pour rentrer la marchandise,Contrôle marchandise à l’entrée OBLIGATOIRE
121874,INTERMADIS SA - Intermarché Hannut,INTERMADIS SA - Intermarché Hannut,,INTERMADIS SA - Intermarché Hannut,Rue de Hesbaye 1,4280,Hannut,+32 19 51 20 06,pdv95004@mousquetaires.com,Actif,no-message,B,28,5,3494.16,291.18,2026-03-06,2026-07-03,38,03/07/2026 (38j),2026-07-03,picking,2026-07-31,10,réserve magasin (voir Wereau/Benjamin/Valentin),GUN — appareil de commande disponible sur place,
7693,,SA Marer - AD Rochefort,SA Marer - AD Rochefort,SA Marer - AD Rochefort,Rue de Marche 59,5580,Rochefort,,,Actif,no-message,B,28,8,2825.31,235.44,2025-09-01,2026-07-02,39,02/07/2026 (39j),2026-07-03,picking,2026-07-31,10,,,
5825,,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,Rue Saint-Lambert 202,,Woluwe-saint-Lambert,022 61 13 60,wdistri1875@gmail.com,Actif,no-message,B,28,6,2105.32,175.44,2025-09-05,2026-07-03,38,03/07/2026 (38j),2026-07-03,picking,2026-07-31,10,pas de réserve — tout en rayon,manuel — pas d'appareil de commande sur place,contrôle marchandise obligatoire à la réception (voir Jordan)
117407,Affilié 045730 - Delhaize Neufchateau,Affilié 045730 - Delhaize Neufchateau,Delhaize Le Lion S.A,Affilié 045730 - Delhaize Neufchateau,Chaussée de Recogne 88,6840,Neufchâteau,+32 61 27 83 88,Ad.neufchateau@schnongs.be,Actif,no-message,C,42,5,1166.5,97.21,2025-12-11,2026-06-19,52,19/06/2026 (52j),2026-06-19,picking,2026-07-31,10,pas de réserve magasin — rien à contrôler avant remplissage,manuel — pas d'appareil pour rentrer la marchandise,pas de contrôle marchandise à l'entrée
113445,D-trois SRL - Proxy Delhaize Saint-Séverin,D-trois SRL - Proxy Delhaize Saint-Séverin,,D-trois SRL - Proxy Delhaize Saint-Séverin,"Route du Condroz, 243",4550,Nandrin,+32 4 372 09 85,amdessart@proxynandrin.be,Actif,no-message,B,28,9,2317.7,193.14,2025-10-09,2026-07-06,35,06/07/2026 (35j),2026-07-06,picking,2026-08-03,7,,,
8159,N.B.S. RETAIL - Delhaize de Marche,N.B.S. RETAIL - Delhaize de Marche,,N.B.S. RETAIL - Delhaize de Marche,Avenue de France 39,6900,Marche-en-Famenne,+32 470 26 16 92,nathalie-delhaizemarche@nbs-retail.be,Actif,no-message,A,21,11,5128.35,427.36,2025-09-01,2026-07-14,27,14/07/2026 (27j),2026-07-14,picking,2026-08-04,6,pas de réserve magasin,manuel — pas d'appareil pour rentrer la marchandise,contrôle marchandise OUI à la réception
5441,Affilié 043366 - AD Fosses-la-Ville,Affilié 043366 - AD Fosses-la-Ville,Delhaize Le Lion S.A,Affilié 043366 - AD Fosses-la-Ville,Rue du Cimetière 5,,Fosses-la-Ville,071 71 29 12,ad.fosses@hotmail.be,Actif,no-message,A,21,15,8401.01,700.08,2025-09-02,2026-07-15,26,15/07/2026 (26j),2026-07-15,picking,2026-08-05,5,,,
5755,Intermarché Naninne,Intermarché Naninne,NANRETAIL SA - Intermarché Naninne,NANRETAIL SA - Intermarché Naninne,Chaussée de Marche 860,,Naninne,081 63 36 96,naninnecompta@gmail.com,Actif,no-message,A,21,13,8325.58,693.8,2025-09-02,2026-07-15,26,15/07/2026 (26j),2026-07-15,picking,2026-08-05,5,,,
5750,,SA Barthe - Intermarché Assesse,SA Barthe - Intermarché Assesse,SA Barthe - Intermarché Assesse,Rue Melville Wilson 3,,Assesse,083 66 05 70,PDV02021@mousquetaires.com,Actif,no-message,A,21,12,5979.28,498.27,2025-10-16,2026-07-15,26,15/07/2026 (26j),2026-07-15,picking,2026-08-05,5,Pas de réserve magasin — rien à contrôler avant remplissage,Appareil/scan disponible pour rentrer la marchandise,Pas de contrôle marchandise à l'entrée
6999,Carrefour Hyper Marche-en-Famenne - 5400102606868,Carrefour Hyper Marche-en-Famenne - 5400102606868,Carrefour Belgium,Carrefour Hyper Marche-en-Famenne - 5400102606868,Chaussée de Liège 41,6900,Marche-en-Famenne,+32 84 32 07 11,,Actif,no-message,A,21,6,5215.38,434.62,2025-09-02,2026-07-14,27,14/07/2026 (27j),2026-07-15,picking,2026-08-05,5,,,
5653,Affilié 048755 - Delhaize St Lambert,Affilié 048755 - Delhaize St Lambert,Delhaize Le Lion S.A,Affilié 048755 - Delhaize St Lambert,Rue d'official 2,,Liège,042 22 09 90,Julien.Dosin@affiliatesdelhaize.be,Actif,no-message,B,28,6,2769.72,230.81,2025-09-09,2026-07-08,33,08/07/2026 (33j),2026-07-08,picking,2026-08-05,5,,,
8689,Hypermarché carrefour Bierges (wavre ),Hypermarché carrefour Bierges (wavre ),Carrefour Belgium,Hypermarché carrefour Bierges (wavre ),"Boulevard de l'Europe, 3",1301,Bierges,+32 10 23 18 50,alizee_urbain@carrefour.com,Actif,no-message,B,28,4,1886.73,157.23,2025-10-28,2026-07-07,34,07/07/2026 (34j),2026-07-08,picking,2026-08-05,5,,,
123302,Nathalie Piron,Nathalie Piron,Spar Erezée,Spar Erezée,Rue des Chasseurs Ardennais 6 Boite a,6997,Erezée,+32 86 47 72 82,legribouillon@hotmail.com,Actif,no-message,B,28,3,1566.86,130.57,2026-05-04,2026-07-03,38,03/07/2026 (38j),2026-07-08,picking,2026-08-05,5,,,
119815,BARCHONEW SRL - Delhaize Barchon,BARCHONEW SRL - Delhaize Barchon,,BARCHONEW SRL - Delhaize Barchon,"Rue Champs de Tignée, 32",4671,Barchon,+32 4 362 27 33,adbarchon@proximus.be,Actif,no-message,B,28,8,3385.55,282.13,2026-01-14,2026-07-03,38,03/07/2026 (38j),2026-07-09,picking,2026-08-06,4,pas de réserve — tout en rayon,manuel — pas d'appareil de commande sur place,contrôle marchandise obligatoire à la réception
3210,SA Faimine - Intermarché Faimes,SA Faimine - Intermarché Faimes,,SA Faimine - Intermarché Faimes,Rue De Huy 27,4317,Faimes,019678378,PDV06089@mousquetaires.com,Actif,no-message,B,28,7,2525.7,210.47,2025-09-09,2026-07-09,32,09/07/2026 (32j),2026-07-09,picking,2026-08-06,4,,,
122255,SA LD Management - Intermarché Hamoir,SA LD Management - Intermarché Hamoir,,SA LD Management - Intermarché Hamoir,Boulevard Pieret 32,4180,Hamoir,+32 86 38 76 21,pdv9322@mousquetaires.com,Actif,no-message,B,28,3,1637.82,136.49,2026-03-18,2026-07-09,32,09/07/2026 (32j),2026-07-09,picking,2026-08-06,4,,,
125070,Delhaize Warmonceau,Delhaize Warmonceau,,Delhaize Warmonceau,Grand’Rue 294,6000,Charleroi,+32 71 71 12 62,ad.warmonceau@groupturk.be,Actif,no-message,B,28,1,301.12,25.09,2026-07-07,2026-07-07,34,07/07/2026 (34j),2026-07-09,picking,2026-08-06,4,,,
5878,,Carrefour Market Remouchamps,Carrefour Market Remouchamps,Carrefour Market Remouchamps,Avenue de la Porallée  36A,,Aywaille,043 84 05 50,,Actif,no-message,A,21,18,11529.81,960.82,2025-09-04,2026-06-24,47,24/06/2026 (47j),2026-07-17,picking,2026-08-07,3,,,
2909,DelEmbourg SRL - Delhaize Embourg,DelEmbourg SRL - Delhaize Embourg,,DelEmbourg SRL - Delhaize Embourg,Voie de l’ardenne 57,4053,Embourg,043 61 25 69,Kevin.Demarteau@affiliatesdelhaize.be,Actif,no-message,A,21,17,9371.64,780.97,2025-09-03,2026-08-06,4,06/08/2026 (4j),2026-08-06,picking,2026-08-27,0,,,
9046,Carrefour Hyper de Jambes - 5400102606400,Carrefour Hyper de Jambes - 5400102606400,Carrefour Belgium,Carrefour Hyper de Jambes - 5400102606400,Avenue prince de Liège 57-59,5100,Jambes,+32 81 33 20 11,,Actif,no-message,A,21,12,7599.86,633.32,2025-11-18,2026-07-28,13,28/07/2026 (13j),2026-07-28,last_so,2026-08-18,0,,,
114681,Affilié 041345 - Delhaize de Bouge,Affilié 041345 - Delhaize de Bouge,Delhaize Le Lion S.A,Affilié 041345 - Delhaize de Bouge,Chaussée de Louvain 336,5004,Namur,+32 81 21 48 88,helene.nols@affiliatesdelhaize.be,Actif,no-message,A,21,12,5312.5,442.71,2025-11-05,2026-07-27,14,27/07/2026 (14j),2026-07-27,picking,2026-08-17,0,,,
114704,Affilié 048652 - Delhaize Salzinnes,Affilié 048652 - Delhaize Salzinnes,Delhaize Le Lion S.A,Affilié 048652 - Delhaize Salzinnes,Chaussée de Charleroi 22,5000,Namur,+32 81 40 80 40,nicolas@adsalzinnes.be,Actif,no-message,A,21,9,4971.9,414.32,2025-11-05,2026-08-04,6,04/08/2026 (6j),2026-08-04,picking,2026-08-25,0,,,
2952,AD Delhaize Fernelmont (Fernel-Dis SRL n°43132),AD Delhaize Fernelmont (Fernel-Dis SRL n°43132),,,Rue d'Eghezée 16,5380,Fernelmont,+32 81 83 04 55,info@adfernelmont.be,Actif,no-message,B,28,11,4521.03,376.75,2025-11-24,2026-07-15,26,15/07/2026 (26j),2026-07-15,picking,2026-08-12,0,,,
6597,Carrefour	Hyper Wépion - 5400102606240,Carrefour	Hyper Wépion - 5400102606240,Carrefour Belgium,Carrefour	Hyper Wépion - 5400102606240,Chaussée de Dinant 1147,5100,Wepion,+32 2 446 15 13,veronique_defraine@carrefour.com,Actif,no-message,B,28,7,4356.71,363.06,2025-09-16,2026-07-27,14,27/07/2026 (14j),2026-07-27,picking,2026-08-24,0,,,
2924,Distri-Incourt - Delhaize Incourt,Distri-Incourt - Delhaize Incourt,,Distri-Incourt - Delhaize Incourt,chaussée de Namur 89,1315,INCOURT,010/88.72.90,delhaizeincourt@gmail.com,Actif,no-message,B,28,10,4249.43,354.12,2025-10-02,2026-07-20,21,20/07/2026 (21j),2026-07-20,picking,2026-08-17,0,,,
113746,Hyper Carrefour Arlon - 5400102606943,Hyper Carrefour Arlon - 5400102606943,Carrefour Belgium,Hyper Carrefour Arlon - 5400102606943,Rue de Clairefontaine 1,6700,Arlon,+32 63 23 06 11,Christopher_kabongo@carrefour.com,Actif,no-message,B,28,7,4131.72,344.31,2025-10-17,2026-08-03,7,03/08/2026 (7j),2026-08-04,picking,2026-09-01,0,,,
8169,Delhaize Bois-de-breux,Delhaize Bois-de-breux,,Delhaize Bois-de-breux,Rue de Herve 280,4030,Liège,+32 4 365 74 07,Olivier.landauer@affiliatesdelhaize.be,Actif,no-message,B,28,11,4047.72,337.31,2025-09-03,2026-08-05,5,05/08/2026 (5j),2026-08-05,picking,2026-09-02,0,,,
5582,Affilié 043540 - Delhaize Genval,Affilié 043540 - Delhaize Genval,Delhaize Le Lion S.A,Affilié 043540 - Delhaize Genval,13 Avenue Albert 1er,,Genval,026541702,gilles.verleyen@delhaize-genval.be,Actif,no-message,B,28,9,4011.2,334.27,2025-09-10,2026-07-30,11,30/07/2026 (11j),2026-07-30,picking,2026-08-27,0,,,
50967,Affilié 046900 - Proxy Delhaize Rixensart,Affilié 046900 - Proxy Delhaize Rixensart,Delhaize Le Lion S.A,Affilié 046900 - Proxy Delhaize Rixensart,Place du beau site 4,1330,Rixensart,+32 2 653 71 18,bd.proxyrixensart@gmail.com,Actif,no-message,B,28,10,3795.05,316.25,2025-08-29,2026-07-17,24,17/07/2026 (24j),2026-07-17,picking,2026-08-14,0,,,
8558,SA Marer - AD Delhaize Bastogne,SA Marer - AD Delhaize Bastogne,,SA Marer - AD Delhaize Bastogne,Route de Marche 112-114,6660,Bastogne,+32 61 21 70 84,compta2@irilux.lu,Actif,no-message,B,28,8,3644.89,303.74,2025-09-12,2026-07-13,28,13/07/2026 (28j),2026-07-13,picking,2026-08-10,0,pas de réserve magasin — rien à contrôler avant remplissage,manuel — pas d'appareil pour rentrer la marchandise,pas de contrôle marchandise à l'entrée
122091,Affilié 046780 - Delhaize Recogne,Affilié 046780 - Delhaize Recogne,Delhaize Le Lion S.A,Affilié 046780 - Delhaize Recogne,"Rue du Flosse, 6",6800,Libramont-Chevigny,+32 61 23 25 48,Nicole.Levieux@lionsretail.be,Actif,no-message,B,28,7,3361.13,280.09,2026-03-13,2026-08-03,7,03/08/2026 (7j),2026-08-03,picking,2026-08-31,0,pas de réserve magasin — rien à contrôler avant remplissage,manuel — pas d'appareil pour rentrer la marchandise,contrôle marchandise à l'entrée obligatoire
7003,Wonka S.A. - Intermarché Heusy,Wonka S.A. - Intermarché Heusy,,Wonka S.A. - Intermarché Heusy,Chaussée De Theux 55,4802,Heusy,+32 472 09 23 90,caroline.leidgens.intermarche@gmail.com,Actif,no-message,B,28,12,3271.62,272.63,2025-08-19,2026-07-29,12,29/07/2026 (12j),2026-07-29,picking,2026-08-26,0,,,
5484,,Carrefour Market Uccle Bascule,Carrefour Market Uccle Bascule,Carrefour Market Uccle Bascule,Chaussée de Waterloo 719,,1180,023 43 55 75,Carmen.bascule@gmail.com,Actif,no-message,B,28,7,3223.99,268.67,2025-09-05,2026-07-30,11,30/07/2026 (11j),2026-07-30,picking,2026-08-27,0,,,
60001,Carrefour Hyper Boncelles - 5400102606127,Carrefour Hyper Boncelles - 5400102606127,Carrefour Belgium,Carrefour Hyper Boncelles - 5400102606127,Rue du Condroz 16,4100,Boncelles,,,Actif,no-message,B,28,8,3213.34,267.78,2025-09-26,2026-08-05,5,05/08/2026 (5j),2026-08-05,last_so,2026-09-02,0,,,
